country_iso3,country_name,cluster,fimi_variant,predictor,posterior_mean,posterior_sd,q025,q05,q95,q975,sig_95,sig_90,eu_pooled_mean,eu_q025,eu_q975,tau_mean,tau_q025,tau_q975,ml_estimate,ml_se,ml_t,ml_p,shrinkage_pct,in_eu_pi95,eu_pi95_lo,eu_pi95_hi
ITA,Italy,Southern,russian,ABAND,-0.09359497667941348,0.05258083075759339,-0.19588687691745071,-0.17848805745992205,-0.005297290016175692,0.014066266576492218,FALSE,TRUE,-0.1273620584280204,-0.19990786033750343,-0.05461858446873178,0.10569633081719251,0.046977826677575774,0.18021126008190733,-0.07813481678707297,0.06326862502948565,-1.2349694141552643,0.2173252753859915,0.3140570013063799,TRUE,-0.3345268668297177,0.07980274997367692
ITA,Italy,Southern,russian,FEAR,0.27590858101852733,0.041152484039769635,0.1986183775350571,0.21169719104497856,0.3461402856684215,0.3598792966738452,TRUE,TRUE,0.23800164128225135,0.18492229539370342,0.29054441646401197,0.07891157267909855,0.03525551235786271,0.14041574616190486,0.3119313728786052,0.048588656515408224,6.419839428564707,2.7741769346886126e-10,0.4872571708599909,TRUE,0.08333495883121819,0.39266832373328453
ITA,Italy,Southern,russian,SUPF,-0.20658383041280431,0.06234313067401753,-0.3287582023432292,-0.3072743280264064,-0.10114237885884086,-0.07814767371145041,TRUE,TRUE,-0.2057783272736831,-0.2848264827800838,-0.12483624429789202,0.08932792109589184,0.006631753434470745,0.19364986271404602,-0.15275626345716645,0.1049984790453446,-1.4548426305413167,0.14623577668333373,1.0151918480938176,TRUE,-0.38086105262163106,-0.03069560192573509
LTU,Lithuania,Baltic,russian,GEN,-0.2169612051505088,0.08480847829986278,-0.3944627777149924,-0.365929969021961,-0.08827285614362947,-0.06700028405498873,TRUE,TRUE,-0.03880842069144989,-0.13126771445766755,0.05759634759381576,0.1378568074551548,0.06930121548757438,0.234649389983545,-0.385569976155082,0.11613019239422324,-3.32015273725028,9.554836021745743e-4,0.48623836278256816,FALSE,-0.3090077633035533,0.2313909219206535
LTU,Lithuania,Baltic,russian,THREAT,0.14639782521357383,0.053370069997154296,0.04531209276089386,0.06256805367668143,0.2342276958569717,0.2538348032375789,TRUE,TRUE,0.12506106610525658,0.056771826708411986,0.19357921741752257,0.10692887606399408,0.057842350456815184,0.1774513548080315,0.20705399795514462,0.06274068524349333,3.3001551887994025,0.0010248919004193266,0.7397731898722635,TRUE,-0.08451953098017181,0.334641663190685
LTU,Lithuania,Baltic,russian,ABAND,-0.21115464339637285,0.056629545022823774,-0.3263961493886489,-0.3081585141962368,-0.12051372645740274,-0.10252515581896753,TRUE,TRUE,-0.1273620584280204,-0.19990786033750343,-0.05461858446873178,0.10569633081719251,0.046977826677575774,0.18021126008190733,-0.24738662166489478,0.06607853673392416,-3.7438271773637593,1.990796610875048e-4,0.3018713610897824,TRUE,-0.3345268668297177,0.07980274997367692
LTU,Lithuania,Baltic,russian,FEAR,0.1899926640722249,0.038726269226115315,0.11213271434742791,0.12536164265685956,0.2524264967837386,0.2643295688703906,TRUE,TRUE,0.23800164128225135,0.18492229539370342,0.29054441646401197,0.07891157267909855,0.03525551235786271,0.14041574616190486,0.1649392590182247,0.04525606216502064,3.6445782316807427,2.915788668248953e-4,0.3429043001015807,TRUE,0.08333495883121819,0.39266832373328453
LTU,Lithuania,Baltic,russian,SUPF,-0.15971713405358798,0.07950602529408925,-0.29939367009444356,-0.27433381609679647,-0.017018609240220053,0.015980017039477906,FALSE,TRUE,-0.2057783272736831,-0.2848264827800838,-0.12483624429789202,0.08932792109589184,0.006631753434470745,0.19364986271404602,0.014438328107316444,0.11955175992574153,0.12077051911477237,0.9039141281893566,0.7908369231182624,FALSE,-0.38086105262163106,-0.03069560192573509
LVA,Latvia,Baltic,russian,GEN,-0.15310063205063904,0.07530630869731028,-0.3011677581489825,-0.27709581115211473,-0.032397684555715164,-0.003566497388076668,TRUE,TRUE,-0.03880842069144989,-0.13126771445766755,0.05759634759381576,0.1378568074551548,0.06930121548757438,0.234649389983545,-0.16429342950357367,0.10309017580120854,-1.5936865780536156,0.11154179431584063,0.08919629172351973,TRUE,-0.3090077633035533,0.2313909219206535
LVA,Latvia,Baltic,russian,THREAT,0.08023437781982534,0.05501762845512262,-0.024562750024520935,-0.007249572848231717,0.16983117310971152,0.19445072025111565,FALSE,FALSE,0.12506106610525658,0.056771826708411986,0.19357921741752257,0.10692887606399408,0.057842350456815184,0.1774513548080315,0.09991164284274169,0.06095542188004604,1.6390936156484563,0.10172684610963162,-0.7824141658248374,TRUE,-0.08451953098017181,0.334641663190685
LVA,Latvia,Baltic,russian,ABAND,-0.15087582163798702,0.05603532100298772,-0.26269325909238495,-0.24430530483647278,-0.05951577536168025,-0.0390119143796845,TRUE,TRUE,-0.1273620584280204,-0.19990786033750343,-0.05461858446873178,0.10569633081719251,0.046977826677575774,0.18021126008190733,-0.1550184359302708,0.06114949549689368,-2.535073015249088,0.011499564307997936,0.14978875277308779,TRUE,-0.3345268668297177,0.07980274997367692
LVA,Latvia,Baltic,russian,FEAR,0.19624854755583324,0.03797993427558395,0.12197596546624209,0.13246694255198624,0.2568540603973983,0.2702356922602761,TRUE,TRUE,0.23800164128225135,0.18492229539370342,0.29054441646401197,0.07891157267909855,0.03525551235786271,0.14041574616190486,0.17057218214611408,0.04007875338814544,4.255925340147087,2.4213482430057986e-5,0.3807885416651443,TRUE,0.08333495883121819,0.39266832373328453
LVA,Latvia,Baltic,russian,SUPF,-0.21005308042143836,0.07074931089480277,-0.354823799982822,-0.32522444172005904,-0.09571625465688151,-0.06839828280356935,TRUE,TRUE,-0.2057783272736831,-0.2848264827800838,-0.12483624429789202,0.08932792109589184,0.006631753434470745,0.19364986271404602,-0.20228803636774068,0.10679785886349243,-1.8941207110369367,0.05869781570487544,2.2247555470168034,TRUE,-0.38086105262163106,-0.03069560192573509
POL,Poland,Central-East,russian,GEN,0.03133463664356336,0.07187421871953746,-0.10377845581800357,-0.08069100438118816,0.15221664633280593,0.1805471925564447,FALSE,FALSE,-0.03880842069144989,-0.13126771445766755,0.05759634759381576,0.1378568074551548,0.06930121548757438,0.234649389983545,0.1218202917752307,0.09478553964459123,1.285220216417074,0.19921622259593458,0.5633217980903438,TRUE,-0.3090077633035533,0.2313909219206535
POL,Poland,Central-East,russian,THREAT,0.03985017809244836,0.06101676805288706,-0.08653368358182867,-0.06462408267477435,0.1349655293053206,0.15269095804151564,FALSE,FALSE,0.12506106610525658,0.056771826708411986,0.19357921741752257,0.10692887606399408,0.057842350456815184,0.1774513548080315,-0.03168040123536661,0.07202870337731575,-0.43983023086521134,0.6602200515292955,0.4563602762016262,TRUE,-0.08451953098017181,0.334641663190685
POL,Poland,Central-East,russian,ABAND,-0.09317217572818139,0.05984544049714778,-0.20761509951190635,-0.18942918818113172,0.007924880938221798,0.026765731066262656,FALSE,FALSE,-0.1273620584280204,-0.19990786033750343,-0.05461858446873178,0.10569633081719251,0.046977826677575774,0.18021126008190733,-0.05753936620397949,0.07152358610751551,-0.8044810017982782,0.42144109398270757,0.5103327928099146,TRUE,-0.3345268668297177,0.07980274997367692
POL,Poland,Central-East,russian,FEAR,0.26797861871778905,0.03900321387732273,0.19251963847106274,0.20625676263076897,0.3311569810687758,0.346346422152285,TRUE,TRUE,0.23800164128225135,0.18492229539370342,0.29054441646401197,0.07891157267909855,0.03525551235786271,0.14041574616190486,0.2975438195189555,0.04475470614406434,6.648324727262625,6.72503643995507e-11,0.4965421433463998,TRUE,0.08333495883121819,0.39266832373328453
POL,Poland,Central-East,russian,SUPF,-0.23501931865833398,0.06525574338430959,-0.37725902151325313,-0.3479144768016098,-0.13866737959318418,-0.11953246979756917,TRUE,TRUE,-0.2057783272736831,-0.2848264827800838,-0.12483624429789202,0.08932792109589184,0.006631753434470745,0.19364986271404602,-0.3058185200153403,0.091868033159464,-3.328889380754482,9.258967675663673e-4,0.707707566496173,TRUE,-0.38086105262163106,-0.03069560192573509
SRB,Serbia,Southern,russian,GEN,-0.09401126831038023,0.09165347802384177,-0.288657629582421,-0.2546117076410919,0.04409059809676717,0.06447862669314511,FALSE,FALSE,-0.03880842069144989,-0.13126771445766755,0.05759634759381576,0.1378568074551548,0.06930121548757438,0.234649389983545,-0.28059938355500386,0.10636549731167427,-2.6380677066058933,0.008554300175101233,0.7716918491693915,TRUE,-0.3090077633035533,0.2313909219206535
SRB,Serbia,Southern,russian,THREAT,0.11719474564254705,0.054499169837588256,0.008726722644289276,0.026061861775726274,0.20439893670287151,0.2219445876564119,TRUE,TRUE,0.12506106610525658,0.056771826708411986,0.19357921741752257,0.10692887606399408,0.057842350456815184,0.1774513548080315,0.09734538466275866,0.06669712345072962,1.459513988405654,0.14494703495883338,0.716177988297712,TRUE,-0.08451953098017181,0.334641663190685
SRB,Serbia,Southern,russian,ABAND,-0.043461806230132884,0.05608816988791146,-0.15069292835456613,-0.1332970615629459,0.048929804134136085,0.07096779050415845,FALSE,FALSE,-0.1273620584280204,-0.19990786033750343,-0.05461858446873178,0.10569633081719251,0.046977826677575774,0.18021126008190733,0.005675799724971829,0.06663817370093103,0.08517339851545976,0.9321519508720552,0.3693505490639887,TRUE,-0.3345268668297177,0.07980274997367692
SRB,Serbia,Southern,russian,FEAR,0.17177608667009142,0.03445972430872846,0.1018540299817077,0.11409123511878001,0.22663361358970632,0.2366224021081699,TRUE,TRUE,0.23800164128225135,0.18492229539370342,0.29054441646401197,0.07891157267909855,0.03525551235786271,0.14041574616190486,0.14436665158838394,0.038651267731177705,3.7351078001493816,2.0552963663646135e-4,0.2927264174569846,TRUE,0.08333495883121819,0.39266832373328453
SRB,Serbia,Southern,russian,SUPF,-0.08489689363123529,0.09039951761588269,-0.23223951717776206,-0.21853344688597773,0.07348002568150915,0.109854237546016,FALSE,FALSE,-0.2057783272736831,-0.2848264827800838,-0.12483624429789202,0.08932792109589184,0.006631753434470745,0.19364986271404602,0.1173337260842657,0.10262559789395112,1.1433183191343093,0.253362418888122,0.625883861693846,FALSE,-0.38086105262163106,-0.03069560192573509
TUR,Turkey,Southern,russian,GEN,0.1481545270689001,0.07783081263345025,-0.007646714352240331,0.02016990179948371,0.27420737845333887,0.3035858182546478,FALSE,TRUE,-0.03880842069144989,-0.13126771445766755,0.05759634759381576,0.1378568074551548,0.06930121548757438,0.234649389983545,0.18239739183893777,0.10510979109406375,1.7353035330049187,0.08320656761009565,0.15480092669505985,TRUE,-0.3090077633035533,0.2313909219206535
TUR,Turkey,Southern,russian,THREAT,0.30349707439738577,0.07055329897915998,0.16748577898230843,0.1897801930506069,0.4223787134697007,0.44456646457388627,TRUE,TRUE,0.12506106610525658,0.056771826708411986,0.19357921741752257,0.10692887606399408,0.057842350456815184,0.1774513548080315,0.37569122181937104,0.08844042255565335,4.247958240848046,2.504531075472682e-5,0.2880505229559637,FALSE,-0.08451953098017181,0.334641663190685
